id	basisOfRecord	occurrenceID	recordedBy	organismQuantity	organismQuantityType	occurrenceStatus	eventID	identifiedBy	taxonID	scientificName	kingdom	taxonRank	verbatimTaxonRank	scientificNameAuthorship
IV2013082716353292	HumanObservation	INBO:NICHE:00049087	Els De Bie	6	londoScale	present	IV2013082716353292	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082710342834	HumanObservation	INBO:NICHE:00048489	Els De Bie	p1	londoScale	present	IV2013082710342834	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082711032779	HumanObservation	INBO:NICHE:00048535	Els De Bie	1-	londoScale	present	IV2013082711032779	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112510080019	HumanObservation	INBO:NICHE:00082165	Els De Bie	p1	londoScale	present	IV2013112510080019	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112510235741	HumanObservation	INBO:NICHE:00082229	jan_wouters	p1	londoScale	present	IV2013112510235741	jan_wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082910203131	HumanObservation	INBO:NICHE:00049185	Els De Bie	a4	londoScale	present	IV2013082910203131	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082910433382	HumanObservation	INBO:NICHE:00049207	Els De Bie	1-	londoScale	present	IV2013082910433382	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013082908555841	HumanObservation	INBO:NICHE:00049148	Els De Bie	m4	londoScale	present	IV2013082908555841	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111911195608	HumanObservation	INBO:NICHE:00081420	Els De Bie	p1	londoScale	present	IV2013111911195608	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111815302647	HumanObservation	INBO:NICHE:00080504	Jan Wouters	2	londoScale	present	IV2013111815302647	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112112120645	HumanObservation	INBO:NICHE:00082118	jan_wouters	p1	londoScale	present	IV2013112112120645	jan_wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112112073992	HumanObservation	INBO:NICHE:00082098	jan_wouters	a2	londoScale	present	IV2013112112073992	jan_wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112111192319	HumanObservation	INBO:NICHE:00081989	jan_wouters	p2	londoScale	present	IV2013112111192319	jan_wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102114222136	HumanObservation	INBO:NICHE:00074872	Els De Bie	p1	londoScale	present	IV2013102114222136	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013100714592958	HumanObservation	INBO:NICHE:00072993	Els De Bie	5	londoScale	present	IV2013100714592958	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102209390989	HumanObservation	INBO:NICHE:00075077	Els De Bie	p1	londoScale	present	IV2013102209390989	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102114550160	HumanObservation	INBO:NICHE:00074904	Els De Bie	p1	londoScale	present	IV2013102114550160	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013102411545636	HumanObservation	INBO:NICHE:00075521	Els De Bie	p1	londoScale	present	IV2013102411545636	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112110245609	HumanObservation	INBO:NICHE:00081932	Els De Bie	7	londoScale	present	IV2013112110245609	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111911105752	HumanObservation	INBO:NICHE:00081412	Els De Bie	p1	londoScale	present	IV2013111911105752	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013112515023124	HumanObservation	INBO:NICHE:00082491	Els De Bie	1+	londoScale	present	IV2013112515023124	Els De Bie	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111809370522	HumanObservation	INBO:NICHE:00079575	Jan Wouters	4	londoScale	present	IV2013111809370522	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111809461886	HumanObservation	INBO:NICHE:00079627	Jan Wouters	1+	londoScale	present	IV2013111809461886	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111815202604	HumanObservation	INBO:NICHE:00080446	Jan Wouters	2	londoScale	present	IV2013111815202604	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111814185722	HumanObservation	INBO:NICHE:00080119	Jan Wouters	2	londoScale	present	IV2013111814185722	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013111814482649	HumanObservation	INBO:NICHE:00080297	Jan Wouters	2	londoScale	present	IV2013111814482649	Jan Wouters	INBSYS0000013692	Carex acutiformis	Plantae	Species	Spp	Ehrh.
IV2013110515155959	HumanObservation	INBO:NICHE:00077111	Els De Bie	p1	londoScale	present	IV2013110515155959	Els De Bie	INBSYS0000016780	Carex arenaria	Plantae	Species	Spp	L.
IV2013112511230756	HumanObservation	INBO:NICHE:00082283	Els De Bie	p1	londoScale	present	IV2013112511230756	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013112513553777	HumanObservation	INBO:NICHE:00082392	Els De Bie	p1	londoScale	present	IV2013112513553777	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013102210115646	HumanObservation	INBO:NICHE:00075108	Els De Bie	1-	londoScale	present	IV2013102210115646	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2014052710572209	HumanObservation	INBO:NICHE:00098131	Mertens Wim	10	londoScale	present	IV2014052710572209	Mertens Wim	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013090911334347	HumanObservation	INBO:NICHE:00051848	Els De Bie	a2	londoScale	present	IV2013090911334347	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013091015334417	HumanObservation	INBO:NICHE:00052951	Bart Vandevoorde	p2	londoScale	present	IV2013091015334417	Bart Vandevoorde	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013091008531526	HumanObservation	INBO:NICHE:00052385	Els De Bie	1+	londoScale	present	IV2013091008531526	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013091016062841	HumanObservation	INBO:NICHE:00053003	Bart Vandevoorde	p2	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013091015493090	HumanObservation	INBO:NICHE:00052973	Bart Vandevoorde	p2	londoScale	present	IV2013091015493090	Bart Vandevoorde	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013101509212401	HumanObservation	INBO:NICHE:00074013	Els De Bie	p1	londoScale	present	IV2013101509212401	Els De Bie	INBSYS0000010213	Carex cuprina	Plantae	Species	Spp	(Sándor ex Heuffel) Nendtvich ex A. Kerner
IV2013091208585526	HumanObservation	INBO:NICHE:00053039	Els De Bie	a1	londoScale	present	IV2013091208585526	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013091209230447	HumanObservation	INBO:NICHE:00053066	Els De Bie	1+	londoScale	present	IV2013091209230447	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013092408590365	HumanObservation	INBO:NICHE:00069640	Els De Bie	p1	londoScale	present	IV2013092408590365	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013092409432649	HumanObservation	INBO:NICHE:00069715	Els De Bie	m1	londoScale	present	IV2013092409432649	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013091209383088	HumanObservation	INBO:NICHE:00053079	Els De Bie	p1	londoScale	present	IV2013091209383088	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013091209500778	HumanObservation	INBO:NICHE:00053088	Els De Bie	1-	londoScale	present	IV2013091209500778	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013092415004622	HumanObservation	INBO:NICHE:00069763	Els De Bie	p1	londoScale	present	IV2013092415004622	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013090310083083	HumanObservation	INBO:NICHE:00050281	Els De Bie	a1	londoScale	present	IV2013090310083083	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2014052713551400	HumanObservation	INBO:NICHE:00098207	Kris Rombouts	a1	londoScale	present	IV2014052713551400	Kris Rombouts	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013101709010364	HumanObservation	INBO:NICHE:00074485	Els De Bie	a1	londoScale	present	IV2013101709010364	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013101514584834	HumanObservation	INBO:NICHE:00074307	Els De Bie	a4	londoScale	present	IV2013101514584834	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013101514180245	HumanObservation	INBO:NICHE:00074262	Els De Bie	a2	londoScale	present	IV2013101514180245	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013101513264446	HumanObservation	INBO:NICHE:00074215	Els De Bie	1-	londoScale	present	IV2013101513264446	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013101510264407	HumanObservation	INBO:NICHE:00074088	Els De Bie	p1	londoScale	present	IV2013101510264407	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013100109563209	HumanObservation	INBO:NICHE:00072190	Els De Bie	p1	londoScale	present	IV2013100109563209	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013110509171328	HumanObservation	INBO:NICHE:00077028	Els De Bie	p2	londoScale	present	IV2013110509171328	Els De Bie	INBSYS0000010209	Carex canescens	Plantae	Species	Spp	L.
IV2013111915514558	HumanObservation	INBO:NICHE:00081722	Els De Bie	a4	londoScale	present	IV2013111915514558	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111916113187	HumanObservation	INBO:NICHE:00081776	Els De Bie	p1	londoScale	present	IV2013111916113187	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013090213314521	HumanObservation	INBO:NICHE:00272969	Els De Bie	p1	londoScale	present	IV2013090213314521	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013090214181185	HumanObservation	INBO:NICHE:00272980	Els De Bie	3	londoScale	present	IV2013090214181185	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013112510080019	HumanObservation	INBO:NICHE:00082168	Els De Bie	p1	londoScale	present	IV2013112510080019	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013112609022839	HumanObservation	INBO:NICHE:00082663	Els De Bie	p1	londoScale	present	IV2013112609022839	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111915115150	HumanObservation	INBO:NICHE:00081671	Els De Bie	1+	londoScale	present	IV2013111915115150	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111915232466	HumanObservation	INBO:NICHE:00081682	Els De Bie	a4	londoScale	present	IV2013111915232466	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111915445454	HumanObservation	INBO:NICHE:00081708	Els De Bie	p1	londoScale	present	IV2013111915445454	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111915573159	HumanObservation	INBO:NICHE:00081739	Els De Bie	p1	londoScale	present	IV2013111915573159	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013111916051871	HumanObservation	INBO:NICHE:00081756	Els De Bie	a2	londoScale	present	IV2013111916051871	Els De Bie	INBSYS0000010176	Carex demissa	Plantae	Species	Spp	Vahl ex Hartm.
IV2013112510235741	HumanObservation	INBO:NICHE:00082230	jan_wouters	a2	londoScale	present	IV2013112510235741	jan_wouters	INBSYS0000013708	Carex diandra	Plantae	Species	Spp	Schrank
IV2013111915514558	HumanObservation	INBO:NICHE:00081721	Els De Bie	1-	londoScale	present	IV2013111915514558	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013111916113187	HumanObservation	INBO:NICHE:00081774	Els De Bie	a4	londoScale	present	IV2013111916113187	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013111915115150	HumanObservation	INBO:NICHE:00081618	Els De Bie	a2	londoScale	present	IV2013111915115150	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013111915232466	HumanObservation	INBO:NICHE:00081681	Els De Bie	a1	londoScale	present	IV2013111915232466	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013111916051871	HumanObservation	INBO:NICHE:00081753	Els De Bie	a2	londoScale	present	IV2013111916051871	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013111915573159	HumanObservation	INBO:NICHE:00081737	Els De Bie	a1	londoScale	present	IV2013111915573159	Els De Bie	INBSYS0000016854	Carex dioica	Plantae	Species	Spp	L.
IV2013110409300447	HumanObservation	INBO:NICHE:00076590	Els De Bie	p1	londoScale	present	IV2013110409300447	Els De Bie	INBSYS0000013684	Carex distans	Plantae	Species	Spp	L.
IV2013110409300447	HumanObservation	INBO:NICHE:00076591	Els De Bie	p2	londoScale	present	IV2013110409300447	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112110505047	HumanObservation	INBO:NICHE:00081953	Els De Bie	p4	londoScale	present	IV2013112110505047	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013110409460009	HumanObservation	INBO:NICHE:00076625	Els De Bie	p1	londoScale	present	IV2013110409460009	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112111460680	HumanObservation	INBO:NICHE:00082008	Els De Bie	p4	londoScale	present	IV2013112111460680	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111916402464	HumanObservation	INBO:NICHE:00081813	Els De Bie	2	londoScale	present	IV2013111916402464	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111916472740	HumanObservation	INBO:NICHE:00081833	Els De Bie	p1	londoScale	present	IV2013111916472740	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112110141830	HumanObservation	INBO:NICHE:00081918	Els De Bie	1+	londoScale	present	IV2013112110141830	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112110000564	HumanObservation	INBO:NICHE:00081880	Els De Bie	7	londoScale	present	IV2013112110000564	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013110711164969	HumanObservation	INBO:NICHE:00077334	Els De Bie	p1	londoScale	present	IV2013110711164969	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013110711311043	HumanObservation	INBO:NICHE:00077357	Els De Bie	p1	londoScale	present	IV2013110711311043	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111215221189	HumanObservation	INBO:NICHE:00077843	Els De Bie	p2	londoScale	present	IV2013111215221189	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111814325092	HumanObservation	INBO:NICHE:00080215	Jan Wouters	p1	londoScale	present	IV2013111814325092	Jan Wouters	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111814410435	HumanObservation	INBO:NICHE:00080252	Jan Wouters	p1	londoScale	present	IV2013111814410435	Jan Wouters	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111815071161	HumanObservation	INBO:NICHE:00080333	Jan Wouters	p2	londoScale	present	IV2013111815071161	Jan Wouters	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102911514311	HumanObservation	INBO:NICHE:00076117	Els De Bie	4	londoScale	present	IV2013102911514311	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013110410055913	HumanObservation	INBO:NICHE:00076647	Els De Bie	p4	londoScale	present	IV2013110410055913	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013110415181787	HumanObservation	INBO:NICHE:00076922	Els De Bie	p4	londoScale	present	IV2013110415181787	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112511230756	HumanObservation	INBO:NICHE:00082284	Els De Bie	p2	londoScale	present	IV2013112511230756	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112513490178	HumanObservation	INBO:NICHE:00082366	Els De Bie	3	londoScale	present	IV2013112513490178	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112514020611	HumanObservation	INBO:NICHE:00082428	Els De Bie	1+	londoScale	present	IV2013112514020611	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111916233870	HumanObservation	INBO:NICHE:00081791	Els De Bie	2	londoScale	present	IV2013111916233870	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112109383561	HumanObservation	INBO:NICHE:00081856	Els De Bie	p1	londoScale	present	IV2013112109383561	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112110085685	HumanObservation	INBO:NICHE:00081900	Els De Bie	p2	londoScale	present	IV2013112110085685	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111914523510	HumanObservation	INBO:NICHE:00081572	Els De Bie	p2	londoScale	present	IV2013111914523510	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111814482649	HumanObservation	INBO:NICHE:00080298	Jan Wouters	p4	londoScale	present	IV2013111814482649	Jan Wouters	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013111815202604	HumanObservation	INBO:NICHE:00080447	Jan Wouters	1-	londoScale	present	IV2013111815202604	Jan Wouters	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013112609022839	HumanObservation	INBO:NICHE:00082661	Els De Bie	p1	londoScale	present	IV2013112609022839	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102110453730	HumanObservation	INBO:NICHE:00074737	Els De Bie	p1	londoScale	present	IV2013102110453730	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102811255763	HumanObservation	INBO:NICHE:00075693	Els De Bie	1-	londoScale	present	IV2013102811255763	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102411321605	HumanObservation	INBO:NICHE:00075493	Els De Bie	p1	londoScale	present	IV2013102411321605	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102409385215	HumanObservation	INBO:NICHE:00075400	Els De Bie	a1	londoScale	present	IV2013102409385215	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102813360788	HumanObservation	INBO:NICHE:00075762	Els De Bie	7	londoScale	present	IV2013102813360788	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102814143141	HumanObservation	INBO:NICHE:00075800	Els De Bie	1+	londoScale	present	IV2013102814143141	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102816050310	HumanObservation	INBO:NICHE:00075892	Els De Bie	r1	londoScale	present	IV2013102816050310	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102909233512	HumanObservation	INBO:NICHE:00075961	Els De Bie	p4	londoScale	present	IV2013102909233512	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102909052321	HumanObservation	INBO:NICHE:00075940	Els De Bie	p2	londoScale	present	IV2013102909052321	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
IV2013102909483689	HumanObservation	INBO:NICHE:00075993	Els De Bie	6	londoScale	present	IV2013102909483689	Els De Bie	INBSYS0000016855	Carex disticha	Plantae	Species	Spp	Huds.
